transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,month,weekday,year
T9927,U089,2021-03-31,Expense,Utility,7494.0,BankTransfer,bangalore,Electricity bill,3,Wednesday,2021
T13970,U052,2021-07-29,Expense,Foodd,2329.0,Upi,HYD,Uber ride,7,Thursday,2021
T4607,U143,2021-02-01,Expense,Utility,150.0,upi,BAN,...,2,Monday,2021
T8007,U132,2024-12-24,Expense,travel,4421.0,UPi,PUNE,ATM withdrawal,12,Tuesday,2024
T12017,U003,2024-06-06,Expense,uncategorized,1623.0,Bank Transfr,Chennai,Medicine,6,Thursday,2024
T9382,U015,2023-12-24,Expense,Foods,4299.0,Upi,Bangalore,Petrol,12,Sunday,2023
T7181,U036,2024-04-11,Expense,Rent,6377.0,Cash,Pune,Coffee,4,Thursday,2024
T5017,U127,2023-11-03,Income,Salary,36037.0,Upi,AHM,Coffee,11,Friday,2023
T1615,U119,2023-05-02,Expense,rent,2008.0,Crd,CHENNAI,Uber ride,5,Tuesday,2023
T1437,U041,2023-05-04,Income,Others,61829.0,CASH,delhi,Movie tickets,5,Thursday,2023
T8279,U092,2024-04-04,Expense,Fod,2221.0,BankTransfer,BANGALORE,EMI payment,4,Thursday,2024
T6427,U050,2022-03-24,Expense,Utilties,1880.0,csh,,Fixed deposit,3,Thursday,2022
T6806,U097,2024-08-23,Expense,Foods,2396.0,upi,lucknow,Medicine,8,Friday,2024
T5418,U080,2022-12-10,Expense,Rent,37626.0,csh,AHM,test,12,Saturday,2022
T7775,U049,2024-11-24,Expense,Education,999999.0,CARD,Pune,Electricity bill,11,Sunday,2024
T6795,U136,2024-07-12,Expense,Fod,8525.0,CARD,CHENNAI,Medicine,7,Friday,2024
T5491,U028,2023-09-26,Expense,utilities,5476.0,CRD,hyderabad,...,9,Tuesday,2023
T12122,U044,2022-03-22,Expense,Travel,1488.0,CRD,MUM,asdfgh,3,Tuesday,2022
T12877,U063,2021-08-09,Expense,Foods,3616.0,Bank Transfer,LUCKNOW,misc,8,Monday,2021
T8999,U142,2022-02-18,Expense,FOOD,1575.0,,Pune,Fixed deposit,2,Friday,2022
T7733,U135,2022-02-04,Expense,TRAVEL,895.0,Crd,mumbai,test,2,Friday,2022
T3498,U143,2021-02-28,Expense,Helth,2303.0,CRD,,Monthly rent payment,2,Sunday,2021
T3969,U112,2023-12-08,Income,Bonus,62765.0,,JAIPUR,,12,Friday,2023
T6849,U014,2023-08-18,Expense,rent,8035.0,CARD,Pune,xyz123,8,Friday,2023
T10401,U092,2024-01-02,Expense,Educaton,7181.0,Csh,MUMBAI,EMI payment,1,Tuesday,2024
T6420,U113,2022-01-01,Expense,Utilities,361.0,upi,HYD,ATM withdrawal,1,Saturday,2022
T4489,U046,2022-01-05,Expense,Rent,39738.0,upi,,Train ticket,1,Wednesday,2022
T7165,U090,2023-08-11,Expense,TRAVEL,9618.0,,,Electricity bill,8,Friday,2023
T7685,U043,2023-07-18,Expense,Fod,9756.0,Card,JAIPUR,Movie tickets,7,Tuesday,2023
T9494,U142,2022-12-18,Expense,FOOD,8248.0,Bank_Transfer,MUMBAI,Petrol,12,Sunday,2022
T8920,U115,2024-04-23,Expense,Utility,5230.0,UPI,AHMEDABAD,ATM withdrawal,4,Tuesday,2024
T2312,U106,2024-11-05,Expense,uncategorized,4166.0,Crd,CHE,asdfgh,11,Tuesday,2024
T12975,U068,2024-03-22,Expense,Rent,39335.0,CARD,Jaipur,Coffee,3,Friday,2024
T10794,U041,2023-06-16,Expense,food,3576.0,bank transfer,CHE,Electricity bill,6,Friday,2023
T12805,U038,2021-04-04,Expense,rent,1456.0,Bank Transfer,KOLKATA,xyz123,4,Sunday,2021
T2167,U088,2022-12-07,Expense,Travl,8786.0,CASH,mumbai,Doctor consultation,12,Wednesday,2022
T7301,U008,2024-06-30,Expense,TRAVEL,2092.0,Bank Transfr,BAN,xyz123,6,Sunday,2024
T0621,U083,2024-06-02,Expense,Educaton,1003.0,upi,MUM,Monthly rent payment,6,Sunday,2024
T12563,U136,2021-07-31,Expense,Food,2496.0,cash,JAIPUR,EMI payment,7,Saturday,2021
T12861,U144,2023-01-03,Expense,Entrtnmnt,5531.0,UPi,Bangalore,Medicine,1,Tuesday,2023
T10305,U140,2023-07-24,Expense,Travel,3215.0,BankTransfer,AHM,!!!,7,Monday,2023
T0597,U084,2022-11-18,Expense,Education,5257.0,upi,MUMBAI,Grocery shopping,11,Friday,2022
T7243,U055,2022-08-24,Expense,Educaton,3958.0,Bank_Transfer,,Movie tickets,8,Wednesday,2022
T5367,U011,2022-10-28,Expense,Educaton,8149.0,,DELHI,...,10,Friday,2022
T6757,U130,2024-12-22,Expense,Foodd,970.0,Cash,chennai,Fixed deposit,12,Sunday,2024
T12762,U036,2022-01-19,Expense,Entrtnmnt,4009.0,Crd,DEL,Uber ride,1,Wednesday,2022
T7998,U119,2021-01-24,Expense,EDU,7472.0,card,,Doctor consultation,1,Sunday,2021
T11666,U065,2023-09-27,Expense,education,4956.0,csh,KOLKATA,Online course,9,Wednesday,2023
T1613,U010,2024-09-13,Expense,Fod,540.0,UPI,CHE,Shopping,9,Friday,2024
T4119,U006,2023-02-07,Expense,Entertain,5721.0,Cash,,ATM withdrawal,2,Tuesday,2023
T13150,U040,2021-09-29,Expense,Foods,3819.0,bank transfer,ahmedabad,Internet bill,9,Wednesday,2021
T2151,U066,2021-06-10,Expense,Entertainment,999999.0,UPi,jaipur,Coffee,6,Thursday,2021
T1434,U062,2023-12-16,Income,Investment,12067.0,Bank Transfer,PUN,,12,Saturday,2023
T6448,U087,2024-08-15,Expense,FOOD,7933.0,CASH,JAI,Internet bill,8,Thursday,2024
T7168,U041,2023-03-31,Expense,RENT,9201.0,Csh,Delhi,Electricity bill,3,Friday,2023
T8633,U061,2022-04-12,Expense,Utility,8273.0,csh,Kolkata,,4,Tuesday,2022
T3397,U121,2024-01-25,Expense,Rentt,28555.0,Bank Transfr,chennai,,1,Thursday,2024
T2643,U094,2023-04-23,Expense,Utilties,1517.0,Bank_Transfer,ahmedabad,Doctor consultation,4,Sunday,2023
T10711,U128,2021-04-27,Expense,Saving,1323.0,UPi,,,4,Tuesday,2021
T2238,U093,2022-04-04,Expense,utilities,3830.0,bank transfer,Delhi,...,4,Monday,2022
T10473,U147,2022-11-24,Expense,Utility,7454.0,CASH,HYD,Coffee,11,Thursday,2022
T9450,U101,2023-05-24,Expense,FOOD,5890.0,,Kolkata,,5,Wednesday,2023
T6918,U106,2023-01-12,Expense,Utilities,3686.0,upi,PUN,Medicine,1,Thursday,2023
T8435,U092,2024-08-21,Expense,Travl,6871.0,BankTransfer,Mumbai,Grocery shopping,8,Wednesday,2024
T1164,U131,2021-01-04,Expense,Rnt,9915.0,Bank Transfer,Jaipur,Uber ride,1,Monday,2021
T1023,U090,2022-10-04,Expense,TRAVEL,3076.0,UPi,BAN,asdfgh,10,Tuesday,2022
T4877,U035,2023-10-28,Expense,food,5149.0,BankTransfer,Kolkata,...,10,Saturday,2023
T5130,U075,2021-09-10,Expense,Rent,46896.0,UPI,delhi,Lunch,9,Friday,2021
T13258,U068,2022-11-19,Expense,Others,999999.0,,chennai,Coffee,11,Saturday,2022
T13923,U033,2021-12-19,Expense,RENT,6171.0,CASH,delhi,misc,12,Sunday,2021
T13430,U050,2023-04-15,Expense,health,3265.0,,ahmedabad,Movie tickets,4,Saturday,2023
T1310,U014,2022-01-20,Expense,Travel,3625.0,Cash,hyderabad,ATM withdrawal,1,Thursday,2022
T11724,U100,2021-04-19,Income,Bonus,66794.0,CASH,ahmedabad,ATM withdrawal,4,Monday,2021
T5448,U026,2023-02-02,Expense,savings,6766.0,Bank Transfr,Kolkata,Grocery shopping,2,Thursday,2023
T10370,U066,2024-11-13,Expense,rent,403.0,UPI,hyderabad,Online course,11,Wednesday,2024
T9653,U049,2022-11-14,Expense,Utilties,659.0,BankTransfer,chennai,Lunch,11,Monday,2022
T5182,U122,2021-12-22,Expense,Foodd,1806.0,CASH,PUN,Restaurant dinner,12,Wednesday,2021
T2160,U094,2022-06-03,Expense,Traval,7230.0,csh,PUNE,asdfgh,6,Friday,2022
T4800,U065,2024-05-18,Income,Others,68733.0,cash,kolkata,Movie tickets,5,Saturday,2024
T13400,U053,2023-02-03,Expense,Rent,35289.0,Crd,pune,Doctor consultation,2,Friday,2023
T4934,U022,2022-11-02,Expense,FOOD,5125.0,csh,JAI,,11,Wednesday,2022
T0011,U106,2022-05-24,Expense,Food,1872.0,card,,test,5,Tuesday,2022
T8354,U067,2023-07-04,Expense,RENT,532.0,UPi,BANGALORE,Train ticket,7,Tuesday,2023
T13654,U081,2022-11-15,Expense,SAVINGS,2323.0,CASH,JAIPUR,asdfgh,11,Tuesday,2022
T7178,U130,2021-05-28,Expense,rent,9056.0,CRD,Kolkata,Monthly rent payment,5,Friday,2021
T10003,U073,2024-03-30,Expense,uncategorized,6523.0,csh,KOLKATA,Books,3,Saturday,2024
T2126,U087,2022-05-03,Expense,education,8214.0,Card,kolkata,,5,Tuesday,2022
T1112,U020,2023-06-16,Expense,Education,2827.0,CASH,ahmedabad,Electricity bill,6,Friday,2023
T3207,U068,2022-08-10,Expense,Entertain,1782.0,card,MUM,,8,Wednesday,2022
T4651,U010,2021-08-14,Expense,Educaton,5002.0,Upi,Delhi,Fixed deposit,8,Saturday,2021
T8832,U039,2021-08-04,Expense,others,4606.0,Upi,bangalore,Electricity bill,8,Wednesday,2021
T13148,U121,2022-09-08,Expense,Foodd,4391.0,Upi,ahmedabad,,9,Thursday,2022
T12746,U138,2022-12-22,Expense,Traval,7727.0,UPI,mumbai,Fixed deposit,12,Thursday,2022
T10514,U039,2022-09-11,Expense,Educaton,639.0,Cash,AHMEDABAD,xyz123,9,Sunday,2022
T13368,U020,2024-05-16,Expense,food,7279.0,Crd,MUM,,5,Thursday,2024
T2404,U094,2024-09-11,Expense,rent,4127.0,CRD,,misc,9,Wednesday,2024
T7632,U130,2022-10-04,Expense,Rentt,47161.0,Bank Transfr,ahmedabad,Monthly rent payment,10,Tuesday,2022
T9471,U146,2022-11-03,Expense,Rentt,35442.0,csh,KOLKATA,Petrol,11,Thursday,2022
T10503,U012,2024-04-19,Expense,Utility,3227.0,CRD,Ahmedabad,Electricity bill,4,Friday,2024
T13349,U120,2024-09-09,Expense,food,5243.0,BankTransfer,Ahmedabad,ATM withdrawal,9,Monday,2024
T6986,U076,2023-08-16,Expense,travel,9124.0,Card,hyderabad,Lunch,8,Wednesday,2023
T11183,U116,2021-07-29,Income,Bonus,78729.0,upi,Ahmedabad,Doctor consultation,7,Thursday,2021
T4111,U027,2021-08-12,Expense,TRAVEL,3380.0,UPI,ahmedabad,Petrol,8,Thursday,2021
T10764,U125,2022-06-03,Expense,rent,4234.0,BankTransfer,CHE,Gym membership,6,Friday,2022
T13226,U008,2023-03-11,Expense,Misc,3989.0,CARD,MUM,,3,Saturday,2023
T6634,U128,2022-08-05,Expense,entertainment,4736.0,,jaipur,Internet bill,8,Friday,2022
T10758,U021,2022-04-06,Expense,Foods,999999999.0,Bank Transfer,,,4,Wednesday,2022
T4325,U036,2023-08-15,Expense,Fod,9606.0,UPI,HYD,Monthly rent payment,8,Tuesday,2023
T9947,U124,2022-03-16,Expense,food,4577.0,card,Delhi,Electricity bill,3,Wednesday,2022
T13508,U009,2024-04-06,Expense,Rnt,3700.0,bank transfer,Mumbai,,4,Saturday,2024
T7982,U012,2024-12-26,Expense,Utility,1152.0,upi,KOLKATA,Monthly rent payment,12,Thursday,2024
T3267,U032,2021-09-18,Expense,Saving,997.0,Bank Transfer,chennai,,9,Saturday,2021
T0329,U094,2021-08-16,Expense,Educaton,9255.0,CRD,DEL,,8,Monday,2021
T0045,U128,2021-04-16,Expense,Rnt,8041.0,card,Mumbai,!!!,4,Friday,2021
T11345,U080,2024-03-20,Expense,health,6327.0,csh,BAN,...,3,Wednesday,2024
T12680,U104,2024-12-05,Expense,Rnt,4852.0,UPI,JAI,Lunch,12,Thursday,2024
T4923,U047,2021-02-28,Income,Investment,42752.0,BankTransfer,CHE,Movie tickets,2,Sunday,2021
T4977,U100,2024-05-29,Expense,food,3309.0,UPI,KOL,Petrol,5,Wednesday,2024
T0288,U010,2023-09-14,Expense,Entrtnmnt,6882.0,UPI,hyderabad,,9,Thursday,2023
T7051,U145,2023-05-24,Expense,rent,3517.0,upi,kolkata,Gym membership,5,Wednesday,2023
T13878,U008,2023-08-05,Expense,Other,6281.0,CARD,BANGALORE,,8,Saturday,2023
T2485,U013,2021-05-17,Expense,FOOD,9422.0,upi,mumbai,Monthly rent payment,5,Monday,2021
T9989,U135,2022-08-29,Expense,Rentt,7471.0,Upi,LUC,Gym membership,8,Monday,2022
T3222,U113,2021-05-22,Expense,Traval,4747.0,card,chennai,test,5,Saturday,2021
T7011,U069,2024-12-24,Expense,Foodd,4060.0,csh,pune,Petrol,12,Tuesday,2024
T10593,U022,2021-03-15,Expense,Fod,493.0,Card,,EMI payment,3,Monday,2021
T13898,U113,2021-08-12,Expense,others,2278.0,UPI,HYDERABAD,,8,Thursday,2021
T3865,U044,2023-10-13,Expense,EDU,2272.0,cash,chennai,,10,Friday,2023
T8582,U099,2022-08-02,Income,Freelance,34663.0,Card,CHE,Monthly rent payment,8,Tuesday,2022
T2764,U096,2021-03-23,Expense,rent,6618.0,cash,HYDERABAD,,3,Tuesday,2021
T2880,U093,2024-01-23,Income,Investment,66981.0,Cash,Bangalore,,1,Tuesday,2024
T12140,U126,2023-09-21,Expense,travel,5708.0,upi,DELHI,!!!,9,Thursday,2023
T5295,U100,2023-05-15,Income,Investment,39046.0,Cash,bangalore,misc,5,Monday,2023
T3739,U098,2024-09-27,Expense,Utilities,5617.0,Csh,mumbai,Internet bill,9,Friday,2024
T4170,U148,2024-09-21,Expense,FOOD,2460.0,CRD,AHM,Lunch,9,Saturday,2024
T12033,U129,2023-10-12,Expense,Entertain,8846.0,Bank Transfer,hyderabad,Shopping,10,Thursday,2023
T2099,U113,2021-05-28,Expense,Foods,1785.0,card,BANGALORE,asdfgh,5,Friday,2021
T7875,U091,2024-01-18,Expense,travel,8372.0,Bank Transfer,PUN,Shopping,1,Thursday,2024
T7913,U133,2021-10-06,Expense,Utilties,5400.0,Bank Transfer,bangalore,Medicine,10,Wednesday,2021
T0571,U060,2022-04-30,Income,Others,18437.0,Cash,HYD,Monthly rent payment,4,Saturday,2022
T0719,U039,2024-10-01,Expense,Travel,999999999.0,upi,jaipur,Monthly rent payment,10,Tuesday,2024
T0371,U051,2023-01-23,Income,Bonus,39977.0,CRD,BANGALORE,Electricity bill,1,Monday,2023
T0731,U148,2024-12-01,Expense,education,3983.0,Csh,DELHI,xyz123,12,Sunday,2024
T5710,U111,2023-01-24,Expense,HEALTH,9718.0,bank transfer,pune,ATM withdrawal,1,Tuesday,2023
T13704,U111,2022-06-10,Expense,Traval,4935.0,cash,DEL,Restaurant dinner,6,Friday,2022
T0047,U071,2023-04-30,Expense,Utilities,4991.0,CARD,HYDERABAD,,4,Sunday,2023
T4435,U009,2024-01-31,Expense,Educaton,5425.0,bank transfer,KOL,Books,1,Wednesday,2024
T4280,U066,2022-11-26,Expense,Utlities,8928.0,Cash,BAN,,11,Saturday,2022
T2501,U036,2023-09-19,Expense,Fod,2911.0,Crd,,Train ticket,9,Tuesday,2023
T4843,U066,2023-07-22,Expense,education,8855.0,cash,HYDERABAD,Restaurant dinner,7,Saturday,2023
T0972,U041,2023-12-24,Income,Freelance,46163.0,card,Chennai,Restaurant dinner,12,Sunday,2023
T12357,U021,2024-09-14,Expense,entertainment,5593.0,Upi,delhi,Internet bill,9,Saturday,2024
T11142,U085,2024-09-23,Expense,FOOD,1515.0,Bank Transfer,chennai,Coffee,9,Monday,2024
T5639,U017,2021-03-14,Income,Salary,62348.0,Crd,Hyderabad,Uber ride,3,Sunday,2021
T7553,U095,2023-06-18,Expense,TRAVEL,9391.0,cash,,,6,Sunday,2023
T6890,U001,2023-02-08,Expense,Food,3885.0,Bank Transfer,KOLKATA,,2,Wednesday,2023
T1998,U121,2021-10-31,Expense,uncategorized,9835.0,Crd,lucknow,ATM withdrawal,10,Sunday,2021
T0388,U102,2021-06-29,Expense,Utilities,3183.0,CARD,JAIPUR,Medicine,6,Tuesday,2021
T2724,U104,2021-06-22,Expense,Utilties,6695.0,Card,,asdfgh,6,Tuesday,2021
T7586,U149,2022-01-11,Expense,Entertainment,9509.0,Card,kolkata,,1,Tuesday,2022
T0692,U113,2022-03-19,Expense,Rentt,33767.0,Bank Transfr,lucknow,test,3,Saturday,2022
T10739,U146,2021-01-20,Expense,food,8808.0,CASH,PUNE,Medicine,1,Wednesday,2021
T13974,U050,2022-07-09,Income,Bonus,77428.0,Cash,CHE,...,7,Saturday,2022
T6136,U092,2021-03-01,Expense,Education,5726.0,CARD,KOLKATA,Restaurant dinner,3,Monday,2021
T2449,U067,2024-05-12,Expense,Foods,3315.0,card,Ahmedabad,Fixed deposit,5,Sunday,2024
T9084,U048,2024-11-28,Expense,Fod,3381.0,UPI,KOLKATA,Grocery shopping,11,Thursday,2024
T12329,U052,2023-09-16,Income,Freelance,20825.0,Bank_Transfer,JAI,Restaurant dinner,9,Saturday,2023
T6132,U115,2021-12-30,Expense,Entertainment,2556.0,csh,JAI,...,12,Thursday,2021
T2712,U075,2022-09-01,Income,Freelance,39709.0,CASH,Delhi,!!!,9,Thursday,2022
T11559,U116,2023-05-09,Expense,Utilties,2988.0,Bank Transfer,lucknow,...,5,Tuesday,2023
T11727,U081,2024-04-22,Expense,Rentt,16728.0,,Bangalore,asdfgh,4,Monday,2024
T8704,U118,2021-04-14,Expense,Food,3418.0,,mumbai,Electricity bill,4,Wednesday,2021
T0792,U146,2022-01-12,Expense,Rnt,5581.0,bank transfer,BAN,!!!,1,Wednesday,2022
T13619,U032,2022-12-11,Income,Salary,71355.0,card,Hyderabad,,12,Sunday,2022
T2969,U145,2024-01-11,Expense,Fod,838.0,CASH,kolkata,!!!,1,Thursday,2024
T2168,U079,2024-04-01,Expense,Utlities,7181.0,Upi,Mumbai,Online course,4,Monday,2024
T7768,U140,2023-06-13,Expense,Traval,4324.0,Upi,kolkata,,6,Tuesday,2023
T12600,U077,2022-03-05,Expense,Entertain,5609.0,upi,MUM,Movie tickets,3,Saturday,2022
T7470,U111,2022-11-02,Income,Investment,30247.0,Bank Transfr,PUNE,Gym membership,11,Wednesday,2022
T4420,U052,2024-12-04,Expense,Utility,7493.0,,BAN,Fixed deposit,12,Wednesday,2024
T2470,U046,2021-05-05,Income,Bonus,65615.0,csh,pune,Medicine,5,Wednesday,2021
T5443,U044,2023-05-28,Expense,Fod,6167.0,CASH,hyderabad,Uber ride,5,Sunday,2023
T2396,U135,2024-09-24,Income,Investment,70327.0,Cash,DELHI,xyz123,9,Tuesday,2024
T12179,U042,2023-04-13,Expense,travel,5205.0,BankTransfer,Pune,Shopping,4,Thursday,2023
T11771,U057,2022-09-06,Expense,utilities,7756.0,Bank Transfr,chennai,Petrol,9,Tuesday,2022
T11677,U016,2022-02-27,Expense,EDU,1515.0,BankTransfer,Ahmedabad,,2,Sunday,2022
T4859,U110,2023-06-08,Expense,FOOD,5624.0,bank transfer,LUCKNOW,,6,Thursday,2023
T6022,U041,2021-11-01,Expense,RENT,5282.0,CARD,Chennai,Shopping,11,Monday,2021
T4235,U004,2024-04-22,Expense,RENT,4983.0,Upi,KOLKATA,Grocery shopping,4,Monday,2024
T10121,U139,2021-09-12,Expense,RENT,1558.0,Bank Transfer,,Doctor consultation,9,Sunday,2021
T8403,U116,2021-02-22,Expense,EDU,7996.0,Bank Transfr,HYDERABAD,EMI payment,2,Monday,2021
T7619,U077,2022-07-04,Expense,Travel,2747.0,Card,delhi,!!!,7,Monday,2022
T0740,U052,2022-06-09,Expense,Rent,999999999.0,Bank Transfr,MUMBAI,xyz123,6,Thursday,2022
T0188,U085,2024-04-14,Income,Bonus,71894.0,Bank_Transfer,MUM,Shopping,4,Sunday,2024
T5698,U085,2022-05-10,Expense,Food,2142.0,upi,hyderabad,Uber ride,5,Tuesday,2022
T11580,U066,2022-10-21,Expense,Entrtnmnt,794.0,BankTransfer,,Online course,10,Friday,2022
T8056,U143,2023-01-12,Expense,entertainment,4205.0,cash,LUCKNOW,Coffee,1,Thursday,2023
T6253,U039,2024-11-08,Expense,travel,222.0,upi,kolkata,Lunch,11,Friday,2024
T10828,U148,2021-08-23,Income,Freelance,75155.0,UPi,JAIPUR,!!!,8,Monday,2021
T8985,U147,2022-02-13,Income,Salary,28546.0,Csh,,xyz123,2,Sunday,2022
T1084,U009,2021-12-18,Expense,Rnt,8444.0,card,Kolkata,,12,Saturday,2021
T3209,U143,2021-11-12,Expense,Food,812.0,card,KOLKATA,,11,Friday,2021
T13504,U087,2021-02-24,Expense,FOOD,1417.0,UPi,pune,Grocery shopping,2,Wednesday,2021
T5359,U043,2024-11-12,Expense,Rent,44120.0,CRD,KOL,Restaurant dinner,11,Tuesday,2024
T10419,U129,2023-11-06,Expense,Foodd,4990.0,Bank_Transfer,Chennai,Doctor consultation,11,Monday,2023
T1586,U118,2024-09-08,Expense,Foods,4220.0,cash,hyderabad,test,9,Sunday,2024
T8738,U041,2024-04-22,Expense,Rnt,122.0,CASH,DELHI,Restaurant dinner,4,Monday,2024
T10257,U037,2024-05-27,Income,Freelance,41869.0,bank transfer,KOL,test,5,Monday,2024
T2410,U107,2022-02-28,Expense,Entrtnmnt,6506.0,Csh,jaipur,Monthly rent payment,2,Monday,2022
T13500,U128,2022-03-21,Expense,Food,3124.0,Bank Transfer,ahmedabad,...,3,Monday,2022
T6960,U003,2024-10-08,Expense,food,6437.0,UPi,HYDERABAD,Books,10,Tuesday,2024
T4571,U059,2024-02-23,Expense,Traval,8870.0,CARD,Hyderabad,EMI payment,2,Friday,2024
T3693,U146,2022-10-12,Expense,utilities,1464.0,Upi,Delhi,misc,10,Wednesday,2022
T12256,U024,2021-06-29,Expense,Rent,35836.0,bank transfer,Chennai,,6,Tuesday,2021
T9077,U110,2022-06-25,Expense,Food,2346.0,bank transfer,ahmedabad,,6,Saturday,2022
T5473,U027,2022-07-21,Expense,savings,3541.0,CASH,Kolkata,Internet bill,7,Thursday,2022
T3662,U068,2022-09-25,Expense,Entertain,9419.0,Card,Chennai,,9,Sunday,2022
T6973,U062,2022-04-14,Income,Investment,43138.0,Upi,AHM,Books,4,Thursday,2022
T12551,U041,2024-03-19,Income,Bonus,69498.0,CASH,,Uber ride,3,Tuesday,2024
T5776,U016,2023-10-12,Expense,Others,8147.0,csh,Ahmedabad,asdfgh,10,Thursday,2023
T11159,U120,2024-09-20,Income,Salary,30590.0,Cash,mumbai,Monthly rent payment,9,Friday,2024
T3787,U066,2024-05-17,Income,Salary,345332.0,card,BANGALORE,Train ticket,5,Friday,2024
T12061,U109,2024-08-08,Expense,RENT,5384.0,BankTransfer,HYD,!!!,8,Thursday,2024
T3621,U036,2024-07-06,Expense,Entertainment,4876.0,CARD,LUCKNOW,Internet bill,7,Saturday,2024
T5029,U030,2023-05-22,Expense,travel,6900.0,BankTransfer,,EMI payment,5,Monday,2023
T11603,U064,2021-09-20,Income,Bonus,23156.0,UPi,Kolkata,asdfgh,9,Monday,2021
T11016,U103,2024-10-14,Expense,OTHERS,3974.0,Cash,Delhi,,10,Monday,2024
T5405,U048,2023-08-19,Expense,Utilties,3359.0,Card,,Online course,8,Saturday,2023
T8080,U022,2024-08-01,Expense,entertainment,1467.0,CARD,Chennai,,8,Thursday,2024
T11149,U073,2024-12-31,Expense,HEALTH,9811.0,CRD,chennai,Fixed deposit,12,Tuesday,2024
T11444,U024,2024-08-04,Expense,Saving,3234.0,CASH,KOLKATA,test,8,Sunday,2024
T0438,U027,2021-12-30,Expense,rent,6422.0,CASH,,Petrol,12,Thursday,2021
T7957,U147,2022-11-08,Expense,Foods,4585.0,UPi,jaipur,,11,Tuesday,2022
T2134,U127,2022-02-17,Expense,travel,1758.0,upi,,,2,Thursday,2022
T11064,U044,2022-03-05,Expense,RENT,2348.0,Cash,LUC,,3,Saturday,2022
T1549,U029,2022-07-06,Expense,Entertainment,3609.0,Bank Transfer,Pune,Monthly rent payment,7,Wednesday,2022
T13663,U029,2022-12-06,Expense,food,9075.0,UPI,BANGALORE,test,12,Tuesday,2022
T13339,U065,2021-02-13,Expense,Food,3400.0,CASH,kolkata,EMI payment,2,Saturday,2021
T12198,U077,2021-12-16,Expense,Utilities,513.0,Cash,CHENNAI,,12,Thursday,2021
T9596,U098,2021-12-22,Expense,Rent,28550.0,UPi,MUMBAI,Doctor consultation,12,Wednesday,2021
T0361,U055,2023-08-16,Expense,utilities,1081.0,CRD,PUNE,,8,Wednesday,2023
T13481,U035,2021-07-04,Expense,Travel,4334.0,Bank Transfr,Delhi,Uber ride,7,Sunday,2021
T8950,U110,2021-05-26,Expense,HEALTH,3677.0,BankTransfer,lucknow,Gym membership,5,Wednesday,2021
T0602,U014,2022-03-25,Expense,FOOD,2828.0,upi,mumbai,Monthly rent payment,3,Friday,2022
T12248,U094,2023-09-30,Expense,Entrtnmnt,9482.0,Crd,hyderabad,EMI payment,9,Saturday,2023
T12375,U056,2021-01-14,Income,Investment,68275.0,Card,BANGALORE,Monthly rent payment,1,Thursday,2021
T2346,U001,2023-11-13,Expense,Rentt,34793.0,UPI,kolkata,Online course,11,Monday,2023
T7014,U013,2024-03-01,Expense,HEALTH,4447.0,BankTransfer,MUM,,3,Friday,2024
T7255,U113,2022-04-06,Expense,others,4410.0,Card,delhi,misc,4,Wednesday,2022
T10170,U132,2023-08-27,Expense,Rentt,5906.0,bank transfer,MUM,Medicine,8,Sunday,2023
T8055,U001,2021-12-22,Expense,entertainment,5385.0,Upi,Lucknow,Online course,12,Wednesday,2021
T4884,U013,2024-02-20,Expense,Entertain,6798.0,UPi,Ahmedabad,xyz123,2,Tuesday,2024
T7759,U057,2023-10-07,Expense,education,6170.0,CASH,HYD,,10,Saturday,2023
T8946,U001,2024-04-11,Expense,Food,3907.0,CRD,hyderabad,ATM withdrawal,4,Thursday,2024
T13723,U123,2021-03-10,Income,Freelance,33728.0,Upi,,,3,Wednesday,2021
T6443,U021,2021-05-15,Expense,Entertain,8736.0,Card,chennai,,5,Saturday,2021
T0485,U081,2024-07-23,Expense,Foodd,742.0,CASH,Bangalore,,7,Tuesday,2024
T11782,U101,2023-11-06,Income,Salary,64972.0,UPI,HYDERABAD,Lunch,11,Monday,2023
T9384,U062,2024-11-26,Expense,Entertainment,3454.0,Csh,,Books,11,Tuesday,2024
T1269,U021,2022-04-20,Expense,Travl,3460.0,UPI,JAIPUR,Coffee,4,Wednesday,2022
T3105,U084,2022-07-11,Income,Salary,63429.0,,Pune,Online course,7,Monday,2022
T3130,U096,2021-11-09,Expense,FOOD,9635.0,Bank_Transfer,KOL,Gym membership,11,Tuesday,2021
T7332,U118,2022-06-17,Expense,Travel,4897.0,CARD,DEL,Internet bill,6,Friday,2022
T13816,U008,2023-07-19,Expense,Entertain,6978.0,,hyderabad,Movie tickets,7,Wednesday,2023
T6194,U118,2021-06-26,Expense,SAVINGS,4895.0,upi,BAN,Internet bill,6,Saturday,2021
T10737,U113,2022-12-18,Expense,Fod,4901.0,CASH,Mumbai,Electricity bill,12,Sunday,2022
T4198,U060,2024-02-27,Expense,TRAVEL,1272.0,Bank Transfr,Jaipur,Electricity bill,2,Tuesday,2024
T8187,U069,2022-11-28,Expense,Fod,3837.0,bank transfer,DELHI,Internet bill,11,Monday,2022
T2931,U046,2022-06-17,Expense,Rnt,999999.0,bank transfer,BANGALORE,Train ticket,6,Friday,2022
T6459,U092,2022-06-15,Income,Bonus,60619.0,Card,Hyderabad,asdfgh,6,Wednesday,2022
