ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-08-06,130147.65767427467,-107708.70111453098,268510.922867472,130147.65767427467,130147.65767427467,-34116.06579089129,-34116.06579089129,-34116.06579089129,-34116.06579089129,-34116.06579089129,-34116.06579089129,0.0,0.0,0.0,96031.59188338337
2023-08-13,130115.19801124847,-111441.2581806599,252796.59138743495,130115.19801124847,130115.19801124847,-50309.04536173715,-50309.04536173715,-50309.04536173715,-50309.04536173715,-50309.04536173715,-50309.04536173715,0.0,0.0,0.0,79806.15264951132
2023-08-27,130050.2786851961,-61932.789225983804,311034.3604883552,130050.2786851961,130050.2786851961,-11104.419462742666,-11104.419462742666,-11104.419462742666,-11104.419462742666,-11104.419462742666,-11104.419462742666,0.0,0.0,0.0,118945.85922245344
2023-09-10,129985.35935914371,-79889.19389138852,289345.8543148467,129985.35935914371,129985.35935914371,-38954.799271559605,-38954.799271559605,-38954.799271559605,-38954.799271559605,-38954.799271559605,-38954.799271559605,0.0,0.0,0.0,91030.5600875841
2023-09-17,129952.89969611753,-93994.45760630012,278748.2444204832,129952.89969611753,129952.89969611753,-39004.2672235516,-39004.2672235516,-39004.2672235516,-39004.2672235516,-39004.2672235516,-39004.2672235516,0.0,0.0,0.0,90948.63247256592
2023-10-01,129887.98037006514,-36073.4216963591,351288.120766502,129887.98037006514,129887.98037006514,31552.075097463025,31552.075097463025,31552.075097463025,31552.075097463025,31552.075097463025,31552.075097463025,0.0,0.0,0.0,161440.05546752817
2023-10-08,129855.52070703893,-46294.88679632944,318706.92903982825,129855.52070703893,129855.52070703893,3521.97740236555,3521.97740236555,3521.97740236555,3521.97740236555,3521.97740236555,3521.97740236555,0.0,0.0,0.0,133377.4981094045
2023-10-15,129823.05771929797,-133701.73225880554,243728.8527101763,129823.05771929797,129823.05771929797,-65952.83795434002,-65952.83795434002,-65952.83795434002,-65952.83795434002,-65952.83795434002,-65952.83795434002,0.0,0.0,0.0,63870.21976495795
2023-10-22,129790.59473155698,-143833.82520289865,226584.54891184706,129790.59473155698,129790.59473155698,-89734.16272044442,-89734.16272044442,-89734.16272044442,-89734.16272044442,-89734.16272044442,-89734.16272044442,0.0,0.0,0.0,40056.432011112556
2023-10-29,129758.13174381599,-72742.1864050025,313194.50226009166,129758.13174381599,129758.13174381599,-7658.18045260803,-7658.18045260803,-7658.18045260803,-7658.18045260803,-7658.18045260803,-7658.18045260803,0.0,0.0,0.0,122099.95129120797
2023-11-05,129725.66875607501,63189.99770694095,463276.0222983276,129725.66875607501,129725.66875607501,133959.17657055854,133959.17657055854,133959.17657055854,133959.17657055854,133959.17657055854,133959.17657055854,0.0,0.0,0.0,263684.84532663354
2023-11-12,129693.20576833404,164610.06411812338,545555.6905020899,129693.20576833404,129693.20576833404,220037.11324654697,220037.11324654697,220037.11324654697,220037.11324654697,220037.11324654697,220037.11324654697,0.0,0.0,0.0,349730.31901488104
2023-11-19,129660.74278059306,122364.07332458663,509795.44971697836,129660.74278059306,129660.74278059306,185476.87264881918,185476.87264881918,185476.87264881918,185476.87264881918,185476.87264881918,185476.87264881918,0.0,0.0,0.0,315137.6154294122
2023-11-26,129628.23079180808,30100.93798398181,407672.04656894354,129628.23079180808,129628.23079180808,78984.51423224287,78984.51423224287,78984.51423224287,78984.51423224287,78984.51423224287,78984.51423224287,0.0,0.0,0.0,208612.74502405094
2023-12-03,129595.71880302309,-58529.74476876211,331958.7754378896,129595.71880302309,129595.71880302309,-135.1047850250903,-135.1047850250903,-135.1047850250903,-135.1047850250903,-135.1047850250903,-135.1047850250903,0.0,0.0,0.0,129460.614017998
2023-12-10,129563.20681423809,-75161.58874605205,308739.50915147585,129563.20681423809,129563.20681423809,-12587.219466814586,-12587.219466814586,-12587.219466814586,-12587.219466814586,-12587.219466814586,-12587.219466814586,0.0,0.0,0.0,116975.9873474235
2023-12-17,129530.69482545309,-62042.89834875961,315420.6425512647,129530.69482545309,129530.69482545309,-4713.566089395186,-4713.566089395186,-4713.566089395186,-4713.566089395186,-4713.566089395186,-4713.566089395186,0.0,0.0,0.0,124817.1287360579
2023-12-24,129498.18283666811,-102065.01733808943,298854.56497807166,129498.18283666811,129498.18283666811,-27287.335223529837,-27287.335223529837,-27287.335223529837,-27287.335223529837,-27287.335223529837,-27287.335223529837,0.0,0.0,0.0,102210.84761313828
2024-01-07,129426.62646125896,-100622.00602132066,277930.52912074025,129426.62646125896,129426.62646125896,-38125.817062986614,-38125.817062986614,-38125.817062986614,-38125.817062986614,-38125.817062986614,-38125.817062986614,0.0,0.0,0.0,91300.80939827234
2024-01-14,129390.8482735544,-12932.962328282423,366152.27034528623,129390.8482735544,129390.8482735544,46248.559255260596,46248.559255260596,46248.559255260596,46248.559255260596,46248.559255260596,46248.559255260596,0.0,0.0,0.0,175639.40752881498
2024-01-21,129355.07008584982,49082.27980862558,451616.99122868775,129355.07008584982,129355.07008584982,117575.48435197631,117575.48435197631,117575.48435197631,117575.48435197631,117575.48435197631,117575.48435197631,0.0,0.0,0.0,246930.55443782613
2024-01-28,129319.29189814525,28555.85507611241,414412.00876469334,129319.29189814525,129319.29189814525,95265.12027254068,95265.12027254068,95265.12027254068,95265.12027254068,95265.12027254068,95265.12027254068,0.0,0.0,0.0,224584.41217068594
2024-02-04,129283.51371044066,-75279.39888015889,324033.6996834396,129283.51371044066,129283.51371044066,-6970.098009270064,-6970.098009270064,-6970.098009270064,-6970.098009270064,-6970.098009270064,-6970.098009270064,0.0,0.0,0.0,122313.4157011706
2024-02-11,129247.7355227361,-162389.729508096,234969.26395959005,129247.7355227361,129247.7355227361,-89714.11070027102,-89714.11070027102,-89714.11070027102,-89714.11070027102,-89714.11070027102,-89714.11070027102,0.0,0.0,0.0,39533.62482246508
2024-02-18,129211.95720176572,-141580.08322396528,237956.98330964657,129211.95720176572,129211.95720176572,-78663.44074592559,-78663.44074592559,-78663.44074592559,-78663.44074592559,-78663.44074592559,-78663.44074592559,0.0,0.0,0.0,50548.51645584013
2024-02-25,129176.17888079533,-58244.0082201044,315925.9950838161,129176.17888079533,129176.17888079533,-5477.177787849215,-5477.177787849215,-5477.177787849215,-5477.177787849215,-5477.177787849215,-5477.177787849215,0.0,0.0,0.0,123699.00109294611
2024-03-03,129140.40055982495,-23112.04188628113,349129.91612362827,129140.40055982495,129140.40055982495,37779.66900141563,37779.66900141563,37779.66900141563,37779.66900141563,37779.66900141563,37779.66900141563,0.0,0.0,0.0,166920.06956124058
2024-03-10,129104.62223885457,-45076.352750456994,337168.66581510165,129104.62223885457,129104.62223885457,11995.8531604797,11995.8531604797,11995.8531604797,11995.8531604797,11995.8531604797,11995.8531604797,0.0,0.0,0.0,141100.47539933427
2024-03-17,129068.84391788418,-94001.03339686827,279178.84342028276,129068.84391788418,129068.84391788418,-27760.592493793458,-27760.592493793458,-27760.592493793458,-27760.592493793458,-27760.592493793458,-27760.592493793458,0.0,0.0,0.0,101308.25142409072
2024-03-24,129033.06559691382,-57120.424368507585,312538.84133760113,129033.06559691382,129033.06559691382,-10373.931169977506,-10373.931169977506,-10373.931169977506,-10373.931169977506,-10373.931169977506,-10373.931169977506,0.0,0.0,0.0,118659.1344269363
2024-04-07,128961.50813539675,25789.83312837413,414409.5486084203,128961.50813539675,128961.50813539675,91156.56698933696,91156.56698933696,91156.56698933696,91156.56698933696,91156.56698933696,91156.56698933696,0.0,0.0,0.0,220118.07512473373
2024-04-14,128925.72940463824,-12824.09198520344,376152.51787226327,128925.72940463824,128925.72940463824,45182.938752785594,45182.938752785594,45182.938752785594,45182.938752785594,45182.938752785594,45182.938752785594,0.0,0.0,0.0,174108.66815742385
2024-04-21,128889.95067387972,-103895.94923222657,278135.48274921475,128889.95067387972,128889.95067387972,-38125.032263956615,-38125.032263956615,-38125.032263956615,-38125.032263956615,-38125.032263956615,-38125.032263956615,0.0,0.0,0.0,90764.9184099231
2024-04-28,128854.17194312121,-131858.5323952265,257449.91015084015,128854.17194312121,128854.17194312121,-72062.66214674021,-72062.66214674021,-72062.66214674021,-72062.66214674021,-72062.66214674021,-72062.66214674021,0.0,0.0,0.0,56791.509796381
2024-05-05,128818.39321236269,-75385.35407755173,290874.4196948667,128818.39321236269,128818.39321236269,-31004.330364187397,-31004.330364187397,-31004.330364187397,-31004.330364187397,-31004.330364187397,-31004.330364187397,0.0,0.0,0.0,97814.0628481753
2024-05-12,128782.61448160416,-50879.11013308139,344410.45051517646,128782.61448160416,128782.61448160416,22179.693369225544,22179.693369225544,22179.693369225544,22179.693369225544,22179.693369225544,22179.693369225544,0.0,0.0,0.0,150962.3078508297
2024-05-19,128746.83575084565,-40965.250016652186,334508.2044625647,128746.83575084565,128746.83575084565,16236.74182239918,16236.74182239918,16236.74182239918,16236.74182239918,16236.74182239918,16236.74182239918,0.0,0.0,0.0,144983.57757324484
2024-06-02,128675.2782893286,-158447.89012289073,243260.98413803952,128675.2782893286,128675.2782893286,-83072.86075157924,-83072.86075157924,-83072.86075157924,-83072.86075157924,-83072.86075157924,-83072.86075157924,0.0,0.0,0.0,45602.41753774937
2024-06-09,128639.4995585701,-111986.47908594788,256982.18787501255,128639.4995585701,128639.4995585701,-59649.86404208821,-59649.86404208821,-59649.86404208821,-59649.86404208821,-59649.86404208821,-59649.86404208821,0.0,0.0,0.0,68989.63551648188
2024-06-16,128603.72082781157,-71490.52823215928,319621.21614408307,128603.72082781157,128603.72082781157,-4844.6498470048,-4844.6498470048,-4844.6498470048,-4844.6498470048,-4844.6498470048,-4844.6498470048,0.0,0.0,0.0,123759.07098080678
2024-06-23,128567.94209705305,-57280.679933061285,333550.6861011119,128567.94209705305,128567.94209705305,16372.746484170702,16372.746484170702,16372.746484170702,16372.746484170702,16372.746484170702,16372.746484170702,0.0,0.0,0.0,144940.68858122375
2024-06-30,128532.16336629454,-61426.79603026469,326235.803018365,128532.16336629454,128532.16336629454,-12747.037328884806,-12747.037328884806,-12747.037328884806,-12747.037328884806,-12747.037328884806,-12747.037328884806,0.0,0.0,0.0,115785.12603740973
2024-07-07,128496.38463553601,-109152.38625692767,272786.44962575485,128496.38463553601,128496.38463553601,-47259.98751151497,-47259.98751151497,-47259.98751151497,-47259.98751151497,-47259.98751151497,-47259.98751151497,0.0,0.0,0.0,81236.39712402105
2024-07-14,128460.6059047775,-99533.40915479939,279651.7074532662,128460.6059047775,128460.6059047775,-44230.06704458536,-44230.06704458536,-44230.06704458536,-44230.06704458536,-44230.06704458536,-44230.06704458536,0.0,0.0,0.0,84230.53886019214
2024-07-21,128424.82717401898,-87758.65086162064,307560.867180397,128424.82717401898,128424.82717401898,-16058.570651108814,-16058.570651108814,-16058.570651108814,-16058.570651108814,-16058.570651108814,-16058.570651108814,0.0,0.0,0.0,112366.25652291017
2024-07-28,128389.04844326046,-61484.65197459697,314409.31281685125,128389.04844326046,128389.04844326046,-6698.005471898388,-6698.005471898388,-6698.005471898388,-6698.005471898388,-6698.005471898388,-6698.005471898388,0.0,0.0,0.0,121691.04297136207
2024-08-04,128353.26971250195,-96535.010162144,284754.43766808946,128353.26971250195,128353.26971250195,-29018.5691670028,-29018.5691670028,-29018.5691670028,-29018.5691670028,-29018.5691670028,-29018.5691670028,0.0,0.0,0.0,99334.70054549914
2024-08-18,128281.7122509849,-95826.65426411315,284788.1648935597,128281.7122509849,128281.7122509849,-39140.948062714735,-39140.948062714735,-39140.948062714735,-39140.948062714735,-39140.948062714735,-39140.948062714735,0.0,0.0,0.0,89140.76418827017
2024-08-25,128245.93352022639,-74040.21105927993,305575.0547333399,128245.93352022639,128245.93352022639,-13937.995972532823,-13937.995972532823,-13937.995972532823,-13937.995972532823,-13937.995972532823,-13937.995972532823,0.0,0.0,0.0,114307.93754769357
2024-09-01,128210.15478946785,-70497.89954241818,314113.2912935763,128210.15478946785,128210.15478946785,-12036.148245671324,-12036.148245671324,-12036.148245671324,-12036.148245671324,-12036.148245671324,-12036.148245671324,0.0,0.0,0.0,116174.00654379652
2024-09-08,128174.37605870933,-103399.59605049787,267110.63777683745,128174.37605870933,128174.37605870933,-35160.96482809647,-35160.96482809647,-35160.96482809647,-35160.96482809647,-35160.96482809647,-35160.96482809647,0.0,0.0,0.0,93013.41123061287
2024-09-15,128138.59732795082,-98314.34194155228,284279.2876641329,128138.59732795082,128138.59732795082,-42246.692047879485,-42246.692047879485,-42246.692047879485,-42246.692047879485,-42246.692047879485,-42246.692047879485,0.0,0.0,0.0,85891.90528007134
2024-09-22,128102.8185971923,-92915.56732841024,312833.55281710986,128102.8185971923,128102.8185971923,-8598.747485295193,-8598.747485295193,-8598.747485295193,-8598.747485295193,-8598.747485295193,-8598.747485295193,0.0,0.0,0.0,119504.0711118971
2024-09-29,128067.03986643377,-19772.209922877682,349361.8563467304,128067.03986643377,128067.03986643377,29332.094164512677,29332.094164512677,29332.094164512677,29332.094164512677,29332.094164512677,29332.094164512677,0.0,0.0,0.0,157399.13403094644
2024-10-06,128031.26113567526,-55943.421439952195,328400.0739976559,128031.26113567526,128031.26113567526,13337.775808267841,13337.775808267841,13337.775808267841,13337.775808267841,13337.775808267841,13337.775808267841,0.0,0.0,0.0,141369.0369439431
2024-10-13,127995.48240491674,-121680.95654378989,258350.99847788166,127995.48240491674,127995.48240491674,-54059.8395307289,-54059.8395307289,-54059.8395307289,-54059.8395307289,-54059.8395307289,-54059.8395307289,0.0,0.0,0.0,73935.64287418783
2024-10-20,127959.70367415821,-147621.8015384808,231453.21295432953,127959.70367415821,127959.70367415821,-92713.0742483441,-92713.0742483441,-92713.0742483441,-92713.0742483441,-92713.0742483441,-92713.0742483441,0.0,0.0,0.0,35246.62942581411
2024-10-27,127923.9249433997,-94266.89114091804,287368.1020572595,127923.9249433997,127923.9249433997,-29490.757808539747,-29490.757808539747,-29490.757808539747,-29490.757808539747,-29490.757808539747,-29490.757808539747,0.0,0.0,0.0,98433.16713485995
2024-11-03,127888.14621264118,37868.67436467843,439368.8355056605,127888.14621264118,127888.14621264118,109375.65131955025,109375.65131955025,109375.65131955025,109375.65131955025,109375.65131955025,109375.65131955025,0.0,0.0,0.0,237263.79753219144
2024-11-10,127852.36748188265,160701.15346921977,539868.4556294552,127852.36748188265,127852.36748188265,213109.1419000569,213109.1419000569,213109.1419000569,213109.1419000569,213109.1419000569,213109.1419000569,0.0,0.0,0.0,340961.50938193954
2024-11-17,127816.58875112415,136472.72847019354,524389.2648900846,127816.58875112415,127816.58875112415,199657.16002040403,199657.16002040403,199657.16002040403,199657.16002040403,199657.16002040403,199657.16002040403,0.0,0.0,0.0,327473.7487715282
2024-11-24,127780.81002036562,48590.24662351507,422588.68986356206,127780.81002036562,127780.81002036562,98604.6366321875,98604.6366321875,98604.6366321875,98604.6366321875,98604.6366321875,98604.6366321875,0.0,0.0,0.0,226385.4466525531
2024-12-08,127709.25255884859,-86024.47422240498,313093.90130567906,127709.25255884859,127709.25255884859,-13880.614450076617,-13880.614450076617,-13880.614450076617,-13880.614450076617,-13880.614450076617,-13880.614450076617,0.0,0.0,0.0,113828.63810877196
2024-12-15,127673.47382809006,-66251.44653135647,315044.0659709122,127673.47382809006,127673.47382809006,-4617.0232550793335,-4617.0232550793335,-4617.0232550793335,-4617.0232550793335,-4617.0232550793335,-4617.0232550793335,0.0,0.0,0.0,123056.45057301073
2024-12-22,127637.69509733155,-88913.02553876484,303451.6155411396,127637.69509733155,127637.69509733155,-20913.830612129586,-20913.830612129586,-20913.830612129586,-20913.830612129586,-20913.830612129586,-20913.830612129586,0.0,0.0,0.0,106723.86448520196
2024-12-29,127601.91636657303,-107246.17047880126,270315.6731884682,127601.91636657303,127601.91636657303,-55949.68477498796,-55949.68477498796,-55949.68477498796,-55949.68477498796,-55949.68477498796,-55949.68477498796,0.0,0.0,0.0,71652.23159158506
2025-01-05,127566.1376358145,-93610.92051357057,270172.0042497267,127566.1376358145,127566.1376358145,-47553.846731894075,-47553.846731894075,-47553.846731894075,-47553.846731894075,-47553.846731894075,-47553.846731894075,0.0,0.0,0.0,80012.29090392042
2025-01-06,127561.02638856327,-107997.50000657473,287213.92097622773,127561.02638856327,127561.02638856327,-40201.24000688052,-40201.24000688052,-40201.24000688052,-40201.24000688052,-40201.24000688052,-40201.24000688052,0.0,0.0,0.0,87359.78638168276
2025-01-07,127555.91514131207,-96545.71289311568,289194.7294684586,127555.91514131207,127555.91514131207,-31357.891001534368,-31357.891001534368,-31357.891001534368,-31357.891001534368,-31357.891001534368,-31357.891001534368,0.0,0.0,0.0,96198.0241397777
2025-01-08,127550.80389406085,-100645.23344696016,291037.5859943967,127550.80389406085,127550.80389406085,-21154.846678986407,-21154.846678986407,-21154.846678986407,-21154.846678986407,-21154.846678986407,-21154.846678986407,0.0,0.0,0.0,106395.95721507445
2025-01-09,127545.69264680962,-78692.74080632406,321280.120467129,127545.69264680962,127545.69264680962,-9766.953422656978,-9766.953422656978,-9766.953422656978,-9766.953422656978,-9766.953422656978,-9766.953422656978,0.0,0.0,0.0,117778.73922415264
2025-01-10,127540.58139955842,-61644.62348606666,319515.46060672234,127540.58139955842,127540.58139955842,2590.9155172098112,2590.9155172098112,2590.9155172098112,2590.9155172098112,2590.9155172098112,2590.9155172098112,0.0,0.0,0.0,130131.49691676823
2025-01-11,127535.4701523072,-47984.49368964152,327037.480277334,127535.4701523072,127535.4701523072,15668.877745972075,15668.877745972075,15668.877745972075,15668.877745972075,15668.877745972075,15668.877745972075,0.0,0.0,0.0,143204.3478982793
2025-01-12,127530.358905056,-39730.8912837663,332123.86807072215,127530.358905056,127530.358905056,29188.17068288815,29188.17068288815,29188.17068288815,29188.17068288815,29188.17068288815,29188.17068288815,0.0,0.0,0.0,156718.52958794415
2025-01-13,127525.24765780476,-30716.620318653473,366714.49642364663,127525.24765780476,127525.24765780476,42848.22437946051,42848.22437946051,42848.22437946051,42848.22437946051,42848.22437946051,42848.22437946051,0.0,0.0,0.0,170373.47203726528
2025-01-14,127520.13641055355,-2406.3736960990473,372441.21553879057,127520.13641055355,127520.13641055355,56334.48212851665,56334.48212851665,56334.48212851665,56334.48212851665,56334.48212851665,56334.48212851665,0.0,0.0,0.0,183854.6185390702
2025-01-15,127515.02516330234,6735.334507352104,382193.71667341836,127515.02516330234,127515.02516330234,69326.7496981454,69326.7496981454,69326.7496981454,69326.7496981454,69326.7496981454,69326.7496981454,0.0,0.0,0.0,196841.77486144775
2025-01-16,127509.91391605111,32778.74311791928,399999.47557791503,127509.91391605111,127509.91391605111,81507.8372149431,81507.8372149431,81507.8372149431,81507.8372149431,81507.8372149431,81507.8372149431,0.0,0.0,0.0,209017.7511309942
2025-01-17,127504.8026687999,28062.82795033289,407384.07266523247,127504.8026687999,127504.8026687999,92572.24770647369,92572.24770647369,92572.24770647369,92572.24770647369,92572.24770647369,92572.24770647369,0.0,0.0,0.0,220077.05037527357
2025-01-18,127499.69142154869,28739.453600363264,410127.5700896977,127499.69142154869,127499.69759676381,102234.66340112983,102234.66340112983,102234.66340112983,102234.66340112983,102234.66340112983,102234.66340112983,0.0,0.0,0.0,229734.35482267852
2025-01-19,127494.58017429746,43616.839085993735,427690.7339350058,127494.57535376993,127494.59424221667,110237.98517902012,110237.98517902012,110237.98517902012,110237.98517902012,110237.98517902012,110237.98517902012,0.0,0.0,0.0,237732.5653533176
2025-01-20,127489.46892704624,40609.063170751884,417715.7359191005,127489.45780674381,127489.49363850283,116360.69196705184,116360.69196705184,116360.69196705184,116360.69196705184,116360.69196705184,116360.69196705184,0.0,0.0,0.0,243850.16089409808
2025-01-21,127484.35767979504,61509.7623899245,435069.3852355007,127484.33920129456,127484.39097747792,120423.30506144045,120423.30506144045,120423.30506144045,120423.30506144045,120423.30506144045,120423.30506144045,0.0,0.0,0.0,247907.6627412355
2025-01-22,127479.24643254382,54416.75300860391,435384.4832420204,127479.2218617732,127479.28946384958,122293.76683225342,122293.76683225342,122293.76683225342,122293.76683225342,122293.76683225342,122293.76683225342,0.0,0.0,0.0,249773.01326479722
2025-01-23,127474.13518529259,63000.49568186509,445079.69231893413,127474.09843632669,127474.19708962087,121891.5733249618,121891.5733249618,121891.5733249618,121891.5733249618,121891.5733249618,121891.5733249618,0.0,0.0,0.0,249365.7085102544
2025-01-24,127469.02393804138,60539.477672662106,435820.6309384423,127468.97521022495,127469.09986490525,119190.5350680094,119190.5350680094,119190.5350680094,119190.5350680094,119190.5350680094,119190.5350680094,0.0,0.0,0.0,246659.55900605078
2025-01-25,127463.91269079017,54642.576064315515,420298.7422982555,127463.8584530573,127464.0022044114,114220.07892752455,114220.07892752455,114220.07892752455,114220.07892752455,114220.07892752455,114220.07892752455,0.0,0.0,0.0,241683.9916183147
2025-01-26,127458.80144353893,43952.592287664986,432273.82215997507,127458.7341731658,127458.90163974279,107065.045016462,107065.045016462,107065.045016462,107065.045016462,107065.045016462,107065.045016462,0.0,0.0,0.0,234523.84646000093
2025-01-27,127453.69019628773,25064.0001623321,417729.57032601506,127453.60649596252,127453.80242203429,97863.97528343413,97863.97528343413,97863.97528343413,97863.97528343413,97863.97528343413,97863.97528343413,0.0,0.0,0.0,225317.66547972185
2025-01-28,127448.57894903651,23563.366329801378,406072.65916626685,127448.48700161252,127448.70134530596,86805.93324891187,86805.93324891187,86805.93324891187,86805.93324891187,86805.93324891187,86805.93324891187,0.0,0.0,0.0,214254.51219794838
2025-01-29,127443.4677017853,21275.644586533974,387244.6572938497,127443.36436247759,127443.60231368429,74125.93619062078,74125.93619062078,74125.93619062078,74125.93619062078,74125.93619062078,74125.93619062078,0.0,0.0,0.0,201569.4038924061
2025-01-30,127438.35645453406,1554.6484515908298,376022.66234437516,127438.24120263106,127438.50310243666,60099.12069521566,60099.12069521566,60099.12069521566,60099.12069521566,60099.12069521566,60099.12069521566,0.0,0.0,0.0,187537.47714974973
2025-01-31,127433.24520728286,-28337.226639480425,361015.1426567863,127433.11616858564,127433.40515422032,45033.798749737754,45033.798749737754,45033.798749737754,45033.798749737754,45033.798749737754,45033.798749737754,0.0,0.0,0.0,172467.04395702062
2025-02-01,127428.13396003164,-38248.93089673886,366816.0774957424,127427.99379288698,127428.30600985809,29263.59338985147,29263.59338985147,29263.59338985147,29263.59338985147,29263.59338985147,29263.59338985147,0.0,0.0,0.0,156691.72734988312
2025-02-02,127423.02271278041,-62591.6506655867,332467.68891549803,127422.87781492311,127423.21175349277,13138.869432505055,13138.869432505055,13138.869432505055,13138.869432505055,13138.869432505055,13138.869432505055,0.0,0.0,0.0,140561.89214528547
2025-02-03,127417.9114655292,-66648.9712606312,320940.46690156905,127417.75301479682,127418.11403415033,-2982.304770369506,-2982.304770369506,-2982.304770369506,-2982.304770369506,-2982.304770369506,-2982.304770369506,0.0,0.0,0.0,124435.6066951597
2025-02-04,127412.80021827799,-83933.76989159654,303043.20200571505,127412.6174822081,127413.02374473681,-18743.414913434513,-18743.414913434513,-18743.414913434513,-18743.414913434513,-18743.414913434513,-18743.414913434513,0.0,0.0,0.0,108669.38530484348
2025-02-05,127407.68897102676,-101514.7767222578,273580.26439307973,127407.49842437232,127407.92983052357,-33798.72139863443,-33798.72139863443,-33798.72139863443,-33798.72139863443,-33798.72139863443,-33798.72139863443,0.0,0.0,0.0,93608.96757239233
2025-02-06,127402.57772377555,-122515.28302324208,268351.7066222474,127402.37483255425,127402.83401309833,-47822.187509240626,-47822.187509240626,-47822.187509240626,-47822.187509240626,-47822.187509240626,-47822.187509240626,0.0,0.0,0.0,79580.39021453493
2025-02-07,127397.46647652434,-125741.63830648054,250469.063839897,127397.2474399327,127397.73530503258,-60515.8675024031,-60515.8675024031,-60515.8675024031,-60515.8675024031,-60515.8675024031,-60515.8675024031,0.0,0.0,0.0,66881.59897412124
2025-02-08,127392.35522927313,-125937.31630912793,240220.74861880974,127392.11242503098,127392.63759592069,-71617.52205892139,-71617.52205892139,-71617.52205892139,-71617.52205892139,-71617.52205892139,-71617.52205892139,0.0,0.0,0.0,55774.83317035175
2025-02-09,127387.2439820219,-140867.55467951202,241609.3888096623,127386.98900468848,127387.53546363079,-80907.25019979858,-80907.25019979858,-80907.25019979858,-80907.25019979858,-80907.25019979858,-80907.25019979858,0.0,0.0,0.0,46479.99378222332
2025-02-10,127382.13273477068,-153283.0904108865,221415.94548340628,127381.86633192629,127382.45760086372,-88212.95446369906,-88212.95446369906,-88212.95446369906,-88212.95446369906,-88212.95446369906,-88212.95446369906,0.0,0.0,0.0,39169.17827107162
2025-02-11,127377.02148751948,-156004.65544986754,221326.76059432197,127376.73086725207,127377.36555696218,-93414.4890540856,-93414.4890540856,-93414.4890540856,-93414.4890540856,-93414.4890540856,-93414.4890540856,0.0,0.0,0.0,33962.53243343388
2025-02-12,127371.91024026825,-172286.89198672795,217562.73893810884,127371.5986952384,127372.28019650558,-96446.37786010602,-96446.37786010602,-96446.37786010602,-96446.37786010602,-96446.37786010602,-96446.37786010602,0.0,0.0,0.0,30925.53238016223
2025-02-13,127366.79899301703,-159707.83537599497,213545.85443215116,127366.46632598793,127367.18641341019,-97299.02967059845,-97299.02967059845,-97299.02967059845,-97299.02967059845,-97299.02967059845,-97299.02967059845,0.0,0.0,0.0,30067.76932241858
2025-02-14,127361.68774576583,-155476.49393551718,229144.8065860504,127361.35392039179,127362.10860003898,-96018.42037535657,-96018.42037535657,-96018.42037535657,-96018.42037535657,-96018.42037535657,-96018.42037535657,0.0,0.0,0.0,31343.26737040926
2025-02-15,127356.57649851461,-145476.49109577478,229166.8892717903,127356.23073819514,127357.00622096936,-92704.25526408134,-92704.25526408134,-92704.25526408134,-92704.25526408134,-92704.25526408134,-92704.25526408134,0.0,0.0,0.0,34652.32123443327
2025-02-16,127351.46525126338,-155825.51491044773,231808.0787973856,127351.10136645309,127351.92211076546,-87506.66745046935,-87506.66745046935,-87506.66745046935,-87506.66745046935,-87506.66745046935,-87506.66745046935,0.0,0.0,0.0,39844.797800794026
2025-02-17,127346.35400401217,-139391.43154695665,220116.63879674944,127345.96802884726,127346.84394072351,-80621.54973584326,-80621.54973584326,-80621.54973584326,-80621.54973584326,-80621.54973584326,-80621.54973584326,0.0,0.0,0.0,46724.80426816891
2025-02-18,127341.24275676096,-142094.4918126812,246755.68014848916,127340.82356909162,127341.75468273576,-72284.65570067836,-72284.65570067836,-72284.65570067836,-72284.65570067836,-72284.65570067836,-72284.65570067836,0.0,0.0,0.0,55056.5870560826
2025-02-19,127336.13150950972,-122768.46068926976,230809.43632987322,127335.68323879367,127336.6705639103,-62764.64037260504,-62764.64037260504,-62764.64037260504,-62764.64037260504,-62764.64037260504,-62764.64037260504,0.0,0.0,0.0,64571.49113690468
2025-02-20,127331.02026225852,-114624.06811118996,271006.14120817545,127330.5526428335,127331.58641895208,-52355.240476873965,-52355.240476873965,-52355.240476873965,-52355.240476873965,-52355.240476873965,-52355.240476873965,0.0,0.0,0.0,74975.77978538455
2025-02-21,127325.9090150073,-114553.35829086546,265158.6044918373,127325.41940037573,127326.4948150716,-41366.8181843799,-41366.8181843799,-41366.8181843799,-41366.8181843799,-41366.8181843799,-41366.8181843799,0.0,0.0,0.0,85959.09083062739
2025-02-22,127320.79776775608,-95606.70877660284,297482.72556899535,127320.28551221431,127321.40497972748,-30117.50975082056,-30117.50975082056,-30117.50975082056,-30117.50975082056,-30117.50975082056,-30117.50975082056,0.0,0.0,0.0,97203.28801693552
2025-02-23,127315.68652050487,-88520.12560842093,298387.8581850557,127315.14437565427,127316.31495283925,-18924.230997431896,-18924.230997431896,-18924.230997431896,-18924.230997431896,-18924.230997431896,-18924.230997431896,0.0,0.0,0.0,108391.45552307297
